Cacheing 1 - 1000000
100000 34.30799419 2914.772558436183
200000 66.050951426 3027.9654672964016
300000 96.547497406 3107.2788840755215
400000 124.103969695 3223.103990815497
500000 149.512275679 3344.2070072793917
600000 176.074782709 3407.642995599342
700000 200.555881901 3490.2990297015554
800000 222.782044347 3590.953671086432
900000 244.88953609 3675.1264033969937
1000000 264.818247648 3776.1748251170875
Cacheing 1000001 - 2000000
1100000 287.611763214 3824.60017527703
1200000 305.960757565 3922.0716066669606
Cachesize= 1000000 997M
1300000 443.265486246 2932.7796553926514
1400000 480.050014322 2916.362791858873
1500000 517.012890468 2901.2816269284895
1600000 551.676915875 2900.2482321782177
1700000 583.913922856 2911.38802048952
1800000 615.69749614 2923.513594394589
1900000 646.789063048 2937.5883244627403
2000000 676.255436098 2957.462362949743
Cacheing 2000001 - 3000000
2100000 706.709698977 2971.5171633272644
2200000 733.832218592 2997.960493232538
2300000 760.195528408 3025.5373966966836
2400000 792.151013996 3029.725339734425
2500000 823.23777876 3036.789691267108
2600000 850.936332985 3055.4577342813163
Cachesize= 1000000 1018.87M

