10000  6.683662308  1496.1857046593325  6.683662308
20000  11.679061094  1712.4664250857288  4.995398786
30000  17.111774471  1753.1787863872437  5.432713377
40000  21.811335099  1833.908828526224  4.699560628
50000  26.506712094  1886.3146746637765  4.695376995
60000  31.640137712  1896.3255010500188  5.133425618
70000  36.153301606  1936.1993757268024  4.513163894
80000  40.615359284  1969.6981981768452  4.462057678
90000  45.157937181  1993.0051197703312  4.542577897
100000  51.290246664  1949.6884203949205  6.132309483
110000  55.636174568  1977.1309018659272  4.345927904
120000  59.95542576  2001.486912633343  4.319251192
130000  64.4679784  2016.5049878468035  4.51255264
140000  70.097456589  1997.2193972865116  5.629478189
150000  75.026627405  1999.2901878727332  4.929170816
160000  79.389006004  2015.3924082629078  4.362378599
170000  83.987908658  2024.1008820953325  4.598902654
180000  89.100654481  2020.1871809862355  5.112745823
190000  94.165172388  2017.7311333018147  5.064517907
200000  99.043745992  2019.3097302292513  4.878573604
210000  104.340889135  2012.6337981296522  5.297143143
220000  108.754116234  2022.9119376653166  4.413227099
230000  115.164678611  1997.140119470897  6.410562377
240000  120.157921398  1997.3714359209507  4.993242787
250000  125.122893831  1998.0356299756625  4.964972433
260000  130.58720347  1991.006722643618  5.464309639
270000  135.199055954  1997.055364734681  4.611852484
280000  139.934155108  2000.941083925496  4.735099154
290000  145.093067764  1998.7171301091878  5.158912656
300000  150.798028449  1989.4159299400935  5.704960685
310000  156.867178299  1976.1941494805112  6.06914985
320000  166.761658673  1918.9063154347868  9.894480374
330000  176.891732608  1865.5478983367457  10.130073935
340000  181.94722325  1868.6737501502375  5.055490642
350000  187.261356889  1869.0455191321935  5.314133639
360000  193.81543094  1857.437244568242  6.554074051
370000  199.10506398  1858.3153667913052  5.28963304
380000  204.765330509  1855.7829055114287  5.660266529
390000  210.208104731  1855.3042971348648  5.442774222
400000  215.406987339  1856.9499761421107  5.198882608
410000  220.349944335  1860.6766670050677  4.942956996
420000  225.407526724  1863.291816844557  5.057582389
430000  231.408945339  1858.1822728161014  6.001418615
440000  236.557657467  1860.0116551347755  5.148712128
450000  241.845125846  1860.6949320390563  5.287468379
