1  36.489788506  2740.492726713312  36.489788506
2  66.804468933  2993.8116894632512  30.314680427
3  97.467860371  3077.93767974474  30.663391438
4  125.091398976  3197.661895817025  27.623538605
5  151.724301132  3295.4510007266435  26.632902156
6  183.926767229  3262.1679217194283  32.202466097
7  208.608249162  3355.5720006853485  24.681481933
8  230.544731872  3470.042423021687  21.93648271
9  253.388791453  3551.8540296875644  22.844059581
10  273.784936773  3652.501893590727  20.39614532
11  294.75204635  3731.950341385645  20.967109577
12  313.254052679  3830.7565049435225  18.502006329
13  427.199056863  3043.0778793055756  113.945004184
14  463.823031208  3018.3925889876186  36.623974345
15  501.751749663  2989.526196983808  37.928718455
16  536.208695868  2983.9128166505466  34.456946205
17  570.196568908  2981.4279718584053  33.98787304
18  601.693557141  2991.556048153247  31.496988233
19  632.686072392  3003.069109482146  30.992515251
20  810.65672809  2467.135509640719  177.970655698
###### Done ######

