1 0 0.0%
2 3823 3.823%
3 6998 6.998%
4 11165 11.165%
5 15525 15.525%
6 19697 19.697%
7 21223 21.223%
8 28369 28.369%
9 32785 32.785%
10 35809 35.809%
11 39703 39.703%
12 44841 44.841%
13 48172 48.172%
14 51698 51.698%
15 56230 56.23%
16 60178 60.178%
18 61587 61.587%
19 66286 66.286%
20 71315 71.315%

