1.000000 628.145568013 1591.9876712069774
2.000000 1709.788520049 1169.7353073482345
3.000000 2412.226388061 1243.6643653548063
4.000000 3116.28334893 1283.5803269858086
5.000000 4165.026055965 1200.472681998995
6.000000 5821.839589878 1030.6020815880524
7.000000 8057.871615875 868.7157519622349
8.000000 10763.844245987 743.2288889708319
##### Done #######

